sentiment,latitude,longitude
0,51.518477,-0.003004
0,51.518477,-0.003004
0.85,51.523911,-0.008111
0.3270833333333333,51.523911,-0.008111
0.3028571428571428,51.523911,-0.008111
0.4125,51.523911,-0.008111
0.2,51.523911,-0.008111
0.2737229437229437,51.523911,-0.008111
0.1944444444444444,51.523911,-0.008111
-0.0125,51.523911,-0.008111
0,51.53435,-0.01266
0,51.53435,-0.01266
0.3916666666666666,51.53435,-0.01266
0.1666666666666666,51.53435,-0.01266
-0.09375,51.53435,-0.01266
0,51.53435,-0.01266
0.5559523809523809,51.53435,-0.01266
0.1136666666666666,51.53435,-0.01266
0.1999999999999999,51.53435,-0.01266
0.13125,51.53435,-0.01266
0.8,51.527028,-0.007832
0,51.527028,-0.007832
0,51.527028,-0.007832
0.925,51.527028,-0.007832
0.2,51.527028,-0.007832
0,51.527028,-0.007832
0,51.527028,-0.007832
0.2,51.527028,-0.007832
0.3,51.527028,-0.007832
0.4039772727272727,51.527028,-0.007832
0.3416666666666667,51.527028,-0.007832
0.1063492063492063,51.527028,-0.007832
0.1881542699724518,51.527028,-0.007832
0.097916667,51.527028,-0.007832
1,51.518584,-0.00266
0,51.518584,-0.00266
0.625,51.518584,-0.00266
0.6197916666666667,51.518584,-0.00266
0.14,51.518584,-0.00266
0.117063492,51.518584,-0.00266
0.5,51.518584,-0.00266
0,51.518584,-0.00266
1,51.518584,-0.00266
0,51.518584,-0.00266
0,51.518584,-0.00266
0,51.518584,-0.00266
0.8,51.518584,-0.00266
0.925,51.518584,-0.00266
0,51.518584,-0.00266
0,51.518584,-0.00266
0,51.518584,-0.00266
0,51.518584,-0.00266
0.3562499999999999,51.518584,-0.00266
0.3075,51.518584,-0.00266
1,51.518584,-0.00266
0.2,51.518584,-0.00266
0.5,51.518584,-0.00266
-0.2,51.518584,-0.00266
-0.35,51.518584,-0.00266
0.1452380952380952,51.518584,-0.00266
0.625,51.518584,-0.00266
0.2,51.518584,-0.00266
0.625,51.518584,-0.00266
0,51.518584,-0.00266
0,51.518584,-0.00266
0,51.518584,-0.00266
0,51.518584,-0.00266
0,51.518584,-0.00266
0,51.518584,-0.00266
0,51.518584,-0.00266
0.5,51.518584,-0.00266
0,51.518584,-0.00266
0.925,51.530032,-0.007134
0,51.530032,-0.007134
0,51.530032,-0.007134
0,51.530032,-0.007134
0.6,51.530032,-0.007134
0.1611111111111111,51.530032,-0.007134
0.2174603174603174,51.530032,-0.007134
0.1333333333333333,51.530032,-0.007134
0.1666666666666666,51.530032,-0.007134
0,51.530032,-0.007134
0.3229166666666666,51.530032,-0.007134
0,51.530032,-0.007134
0.2,51.530032,-0.007134
-0.021875,51.530032,-0.007134
0.3,51.530032,-0.007134
0.3666666666666666,51.530032,-0.007134
0.1024999999999999,51.530032,-0.007134
-0.1875,51.530032,-0.007134
0,51.530032,-0.007134
0.2,51.530032,-0.007134
0.4170454545454545,51.523878,-0.004184
0.162797619,51.523878,-0.004184
0.26,51.523878,-0.004184
0.24,51.523878,-0.004184
0.244047619,51.523878,-0.004184
0.235,51.523878,-0.004184
0,51.526287,-0.007177
0,51.526287,-0.007177
0,51.526287,-0.007177
0,51.526287,-0.007177
0.51875,51.526287,-0.007177
0.016666667,51.526287,-0.007177
0,51.526287,-0.007177
0,51.526287,-0.007177
0.5222222222222221,51.526287,-0.007177
0,51.526287,-0.007177
0.2847222222222222,51.526287,-0.007177
0.2,51.526287,-0.007177
0.5,51.526287,-0.007177
0.025,51.526287,-0.007177
0.8,51.526287,-0.007177
0.4499999999999999,51.526287,-0.007177
1,51.526287,-0.007177
0,51.526287,-0.007177
1,51.532101,-0.008744
0,51.532101,-0.008744
0,51.532101,-0.008744
0.37,51.532101,-0.008744
0,51.532101,-0.008744
0.1833333333333333,51.532101,-0.008744
0.3020833333333333,51.532101,-0.008744
0.085119048,51.532101,-0.008744
0.3791666666666666,51.532101,-0.008744
0.1125,51.532101,-0.008744
0.2423076923076923,51.532101,-0.008744
0.0875,51.532101,-0.008744
0.925,51.523704,-0.00781
0,51.523704,-0.00781
0.1666666666666666,51.523704,-0.00781
0.2,51.523704,-0.00781
0.4,51.523704,-0.00781
0.3,51.523704,-0.00781
0.8,51.523704,-0.00781
0.3416666666666666,51.523704,-0.00781
0.5,51.523704,-0.00781
-0.025,51.523704,-0.00781
0,51.523704,-0.00781
0.1319444444444444,51.523704,-0.00781
0,51.523704,-0.00781
0.3404761904761905,51.523704,-0.00781
0.0625,51.523704,-0.00781
0.26,51.523704,-0.00781
0,51.523704,-0.00781
0.7625000000000001,51.523704,-0.00781
0.25,51.523704,-0.00781
0,51.523704,-0.00781
0.2,51.523704,-0.00781
0.2,51.518152,-0.002912
0.375,51.518152,-0.002912
0.925,51.518584,-0.00266
0,51.518584,-0.00266
0.2340909090909091,51.518584,-0.00266
0.3106060606060605,51.518584,-0.00266
0.6625000000000001,51.518584,-0.00266
0.1545454545454545,51.518584,-0.00266
0.54,51.518584,-0.00266
0.3352272727272727,51.518584,-0.00266
0.2472727272727272,51.518584,-0.00266
0.1534090909090909,51.518584,-0.00266
0.5,51.518584,-0.00266
0,51.518584,-0.00266
0,51.518584,-0.00266
0.1708333333333333,51.518584,-0.00266
0.5,51.518584,-0.00266
0,51.518584,-0.00266
0.55,51.518584,-0.00266
0.2,51.518584,-0.00266
0.925,51.533849,-0.012928
0,51.533849,-0.012928
0,51.533849,-0.012928
0,51.533849,-0.012928
0.2787878787878788,51.533849,-0.012928
0.2333333333333333,51.533849,-0.012928
0.6000000000000001,51.533849,-0.012928
0.8,51.533849,-0.012928
0,51.533849,-0.012928
0,51.533849,-0.012928
0.3285714285714285,51.533849,-0.012928
0.1266666666666666,51.533849,-0.012928
0.4142857142857142,51.533849,-0.012928
0.4166666666666667,51.533849,-0.012928
0,51.533849,-0.012928
0.4,51.533849,-0.012928
0,51.533849,-0.012928
0,51.533849,-0.012928
0,51.505619,-0.018956
0.5,51.505619,-0.018956
0,51.505619,-0.018956
0.5,51.505619,-0.018956
-0.051851852,51.505619,-0.018956
1,51.508101,0.008904
0.011458333,51.508101,0.008904
0.1666666666666666,51.511208,-0.014267
0,51.507567,0.007832
0,51.508902,0.006179
0,51.53724,-0.013412
0.5,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0,51.53724,-0.013412
0.375,51.53724,-0.013412
0.375,51.53724,-0.013412
0.375,51.53724,-0.013412
0.375,51.53724,-0.013412
0.375,51.53724,-0.013412
0.375,51.53724,-0.013412
0.375,51.53724,-0.013412
0.375,51.53724,-0.013412
0.1333333333333333,51.53724,-0.013412
0.1333333333333333,51.53724,-0.013412
0.1333333333333333,51.53724,-0.013412
0.1333333333333333,51.53724,-0.013412
0.1333333333333333,51.53724,-0.013412
0.35,51.506169,-0.019059
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0.625,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0.65,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0,51.535808,-0.012795
0.053333333,51.513454,-0.008843
1,51.509348,0.004098
0.625,51.509348,0.004098
0,51.509728,0.004945
-0.5,51.509728,0.004945
0,51.509728,0.004945
0.1,51.509728,0.004945
0,51.509728,0.004945
0.65,51.506144,-0.017846
0,51.506144,-0.017846
0,51.506266,-0.01912
0,51.506266,-0.01912
0.5,51.506266,-0.01912
1,51.506266,-0.01912
0.5,51.506266,-0.01912
0,51.505615,-0.019517
0.85,51.505615,-0.019517
0,51.505615,-0.019517
0.3375,51.505615,-0.019517
0.55,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505615,-0.019517
0.125,51.505615,-0.019517
0.5333333333333333,51.505615,-0.019517
0.5,51.505615,-0.019517
0.625,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505615,-0.019517
0.5,51.505615,-0.019517
0,51.505615,-0.019517
0.625,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505615,-0.019517
0.2833333333333333,51.505615,-0.019517
0.3375,51.505615,-0.019517
0.3375,51.505615,-0.019517
0.8,51.505615,-0.019517
0,51.506091,-0.016039
0,51.506091,-0.016039
0,51.506091,-0.016039
-0.5,51.523757,-0.005289
0,51.523757,-0.005289
0,51.523757,-0.005289
0,51.506091,-0.016039
0.3375,51.506091,-0.016039
0.033333333,51.506091,-0.016039
0,51.506091,-0.016039
0,51.506337,-0.01912
1,51.506337,-0.01912
0.3375,51.506337,-0.01912
0.5183333333333333,51.527409,-0.006941
0.5183333333333333,51.527409,-0.006941
0,51.527409,-0.006941
0,51.527409,-0.006941
0.525,51.527409,-0.006941
0,51.527409,-0.006941
0,51.527409,-0.006941
0.5183333333333333,51.527409,-0.006941
0.7375,51.527409,-0.006941
0.6,51.527409,-0.006941
0.6,51.527409,-0.006941
0,51.527409,-0.006941
0.8,51.527409,-0.006941
0,51.506337,-0.01912
,,
,,
0.3375,51.506098,-0.017015
0.4110119047619047,51.506098,-0.017015
0,51.506091,-0.016039
0.4,51.506091,-0.016039
0.6,51.506091,-0.016039
51.506091,-0.016039,
0.3375,51.506091,-0.016039
0.5183333333333333,51.531696,-0.008166
0.75,51.531696,-0.008166
0.5183333333333333,51.531696,-0.008166
0,51.531696,-0.008166
0.5,51.531696,-0.008166
0,51.531696,-0.008166
0,51.531696,-0.008166
0,51.531696,-0.008166
0,51.531696,-0.008166
0,51.531696,-0.008166
0.5,51.531696,-0.008166
0.25,51.531696,-0.008166
0.59375,51.531696,-0.008166
0.3375,51.531696,-0.008166
0.4110119047619047,51.531696,-0.008166
0.59375,51.531696,-0.008166
1,51.531696,-0.008166
0,51.506091,-0.016039
0.033333333,51.506091,-0.016039
0,51.506091,-0.016039
0.5,51.506091,-0.016039
0.4,51.506091,-0.016039
0,51.506091,-0.016039
0.3375,51.506091,-0.016039
0,51.506098,-0.017015
0,51.506098,-0.017015
51.506098,-0.017015,
0,51.506098,-0.017015
0,51.506098,-0.017015
0.4,51.506098,-0.017015
0.85,51.506098,-0.017015
0.5,51.506098,-0.017015
0.25,51.506098,-0.017015
0.3375,51.506098,-0.017015
0,51.505615,-0.019517
1,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505615,-0.019517
0.675,51.505615,-0.019517
1,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505615,-0.019517
1,51.505615,-0.019517
0.625,51.505615,-0.019517
0.125,51.505615,-0.019517
1,51.505615,-0.019517
0.625,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505615,-0.019517
0.675,51.505615,-0.019517
0.375,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505615,-0.019517
0.3375,51.505615,-0.019517
1,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505587,-0.017876
0,51.505587,-0.017876
-0.051851852,51.505587,-0.017876
0,51.505587,-0.017876
0,51.505587,-0.017876
0,51.505615,-0.019517
0.675,51.505615,-0.019517
0.85,51.505615,-0.019517
0.675,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505615,-0.019517
0,51.505615,-0.019517
0.55,51.505615,-0.019517
0,51.505615,-0.019517
0.78,51.505615,-0.019517
0.25,51.505615,-0.019517
0,51.505615,-0.019517
1,51.505615,-0.019517
0.1363636363636363,51.505977,-0.016769
1,51.523536,0.003036
0.85,51.533333,-0.013289
0,51.533333,-0.013289
0,51.533333,-0.013289
0.55,51.533333,-0.013289
0.5,51.533333,-0.013289
1,51.536252,-0.004452
1,51.506084,-0.019247
0.925,51.506084,-0.019247
0.6,51.506084,-0.019247
1,51.506084,-0.019247
0.85,51.506084,-0.019247
1,51.506084,-0.019247
0.4541666666666667,51.537233,-0.016379
0,51.537233,-0.016379
0,51.537233,-0.016379
0,51.537233,-0.016379
0.5,51.537233,-0.016379
0.625,51.537233,-0.016379
0.3333333333333333,51.537233,-0.016379
0.7,51.537233,-0.016379
0,51.537233,-0.016379
0.75,51.537233,-0.016379
0,51.537233,-0.016379
0.095833333,51.537233,-0.016379
0.9375,51.537233,-0.016379
0.6,51.537233,-0.016379
0.75,51.537233,-0.016379
1,51.537233,-0.016379
1,51.537233,-0.016379
0.65,51.537233,-0.016379
0.975,51.537233,-0.016379
0,51.528897,-0.016598
0.5,51.528897,-0.016598
1,51.506236,-0.019164
0.7921874999999999,51.506236,-0.019164
0.8,51.506236,-0.019164
0.8,51.506236,-0.019164
1,51.506236,-0.019164
0.5,51.506236,-0.019164
0.15625,51.506236,-0.019164
1,51.506236,-0.019164
0.1333333333333333,51.506236,-0.019164
0.2,51.506236,-0.019164
0,51.506236,-0.019164
0.2,51.506236,-0.019164
0.2,51.506236,-0.019164
0.125,51.533322,-0.015354
1,51.533322,-0.015354
0.2,51.533322,-0.015354
0,51.511994,0.005053
0.060714286,51.511994,0.005053
0,51.511994,0.005053
-0.0625,51.511994,0.005053
0,51.511994,0.005053
0,51.511994,0.005053
0,51.511994,0.005053
0.2,51.511994,0.005053
0,51.511994,0.005053
-0.083333333,51.511994,0.005053
0,51.511994,0.005053
0,51.511994,0.005053
-0.021875,51.511994,0.005053
0.3999999999999999,51.511994,0.005053
0,51.506144,-0.0191
0.4166666666666666,51.506144,-0.0191
0,51.506144,-0.0191
0.5,51.506144,-0.0191
0.8,51.506144,-0.0191
0.7250000000000001,51.506144,-0.0191
0.5,51.506144,-0.0191
0.7083333333333334,51.506144,-0.0191
0.7083333333333334,51.506144,-0.0191
0.425,51.506144,-0.0191
0.815,51.506144,-0.0191
0.85,51.506144,-0.0191
1,51.506144,-0.0191
0.625,51.506144,-0.0191
0.734090909,51.506144,-0.0191
0.9375,51.506144,-0.0191
0.6000000000000001,51.506144,-0.0191
1,51.506144,-0.0191
0.78125,51.506144,-0.0191
1,51.506144,-0.0191
0.25,51.506144,-0.0191
51.506144,-0.0191,
0.8,51.506144,-0.0191
0.1953125,51.514239,0.00886
0,51.513792,-0.005694
0,51.513792,-0.005694
0,51.513792,-0.005694
0,51.513792,-0.005694
0,51.513792,-0.005694
0,51.513792,-0.005694
0,51.513792,-0.005694
0,51.513792,-0.005694
1,51.513792,-0.005694
1,51.513792,-0.005694
0.5,51.513792,-0.005694
1,51.513792,-0.005694
0,51.513792,-0.005694
1,51.513792,-0.005694
,,
,,
,,
0,51.513792,-0.005694
0,51.513792,-0.005694
0,51.513792,-0.005694
0.05,51.525863,-0.003982
0,51.5153,0.007926
0.4333333333333333,51.507383,-0.018014
0.8,51.507383,-0.018014
0,51.507383,-0.018014
0.4166666666666667,51.507383,-0.018014
0,51.507383,-0.018014
0.5,51.507383,-0.018014
0,51.507383,-0.018014
0.3333333333333333,51.507383,-0.018014
0,51.507383,-0.018014
0.625,51.507383,-0.018014
0,51.507383,-0.018014
1,51.507383,-0.018014
1,51.507383,-0.018014
0,51.507383,-0.018014
0.5,51.507383,-0.018014
0.75,51.507383,-0.018014
1,51.507383,-0.018014
51.507383,-0.018014,
0,51.507383,-0.018014
 well done on Explore," great shot.""",0.5833333333333334
0.75,51.507383,-0.018014
0.5,51.510732,-0.016804
0.9,51.509664,-0.019207
0.4,51.515079,-0.013883
0,51.515079,-0.013883
0.04375,51.513964,-0.010118
0,51.515533,-0.011277
0.5,51.506098,-0.01939
0.4875,51.506098,-0.01939
1,51.506098,-0.01939
0,51.506098,-0.01939
0,51.506098,-0.01939
51.506098,-0.01939,
0.4,51.506098,-0.01939
0,51.506098,-0.01939
0.65,51.506098,-0.01939
0.2,51.506098,-0.01939
0.65,51.506098,-0.01939
0.4791666666666667,51.506098,-0.01939
0.35,51.506098,-0.01939
1,51.506098,-0.01939
0,51.506098,-0.01939
0.625,51.506098,-0.01939
0.9166666666666666,51.506098,-0.01939
1,51.506098,-0.01939
1,51.506098,-0.01939
1,51.506098,-0.01939
1,51.506098,-0.01939
1,51.506098,-0.01939
1,51.506098,-0.01939
1,51.506098,-0.01939
1,51.506098,-0.01939
1,51.506098,-0.01939
1,51.506098,-0.01939
0,51.506098,-0.01939
0.2,51.506098,-0.01939
0,51.50571,-0.018657
0.9,51.50571,-0.018657
0,51.50571,-0.018657
0,51.50571,-0.018657
0.7,51.50571,-0.018657
0.4375,51.50571,-0.018657
0,51.50571,-0.018657
1,51.50571,-0.018657
1,51.50571,-0.018657
0.5,51.50571,-0.018657
1,51.50571,-0.018657
0,51.50571,-0.018657
0,51.50571,-0.018657
0.5,51.50571,-0.018657
0.5,51.505283,-0.019367
0.78125,51.505252,-0.019384
0.3333333333333333,51.505252,-0.019384
1,51.506211,-0.019145
0.9375,51.506211,-0.019145
1,51.534123,0.010986
0.2,51.506169,-0.018678
0.2,51.506169,-0.018678
0,51.514519,0.007303
0.5,51.514519,0.007303
-0.133333333,51.514519,0.007303
0.041666667,51.514519,0.007303
0,51.514519,0.007303
0,51.514519,0.007303
0.2142857142857142,51.514519,0.007303
0.5,51.514519,0.007303
0,51.514519,0.007303
0,51.514519,0.007303
0,51.514519,0.007303
0,51.514519,0.007303
0,51.514519,0.007303
0,51.514519,0.007303
0,51.514519,0.007303
0.091666667,51.514519,0.007303
0,51.514519,0.007303
0.2857142857142857,51.514519,0.007303
0.033333333,51.514519,0.007303
0,51.514519,0.007303
0,51.514519,0.007303
0,51.514519,0.007303
0.3666666666666667,51.514519,0.007303
0.5,51.514519,0.007303
0,51.514519,0.007303
0.3125,51.514519,0.007303
0,51.511413,0.005658
0.1666666666666666,51.511413,0.005658
0.2388888888888889,51.511413,0.005658
0,51.511413,0.005658
0,51.511413,0.005658
0,51.511413,0.005658
0,51.511413,0.005658
0,51.506813,-0.01908
0.3,51.506813,-0.01908
0.6,51.506813,-0.01908
51.506813,-0.01908,
,,
,,
,,
,,
0,51.506813,-0.01908
0,51.506813,-0.01908
0,51.506813,-0.01908
0,51.506813,-0.01908
0,51.506813,-0.01908
