id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUNhNXBUTHVnRRAB,,3 years ago,06:30.8,,Mfu Media,0,0,
ChZDSUhNMG9nS0VJQ0FnSURxaE9Ha0tnEAE,,3 years ago,06:30.8,,John Oneill,0,0,
ChZDSUhNMG9nS0VJQ0FnSURxb0plUWZ3EAE,,3 years ago,06:30.8,,Olusegun Moses,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNxLXM3VHVBRRAB,Very good area and neat and clean.kids having so much fun.,3 years ago,06:30.8,,kazi tanzina parvin,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNxbk1YSDZ3RRAB,,3 years ago,06:30.8,,stoyan aleksiev,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNxOUlxSmtRRRAB,Nice park,3 years ago,06:37.0,,N I,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNxdUp2ZE5REAE,,3 years ago,06:37.0,,James Mcgintu,0,0,
ChdDSUhNMG9nS0VJQ0FnSURLcmQ3SXdRRRAB,,3 years ago,06:37.0,,Jurij Igosev,0,0,
ChdDSUhNMG9nS0VJQ0FnSURLX3IzUThnRRAB,I love this place,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSURLenZ6R3JBRRAB,Good,3 years ago,06:37.0,,IGOR TUCAN,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNLaS16MTFnRRAB,Looks like you're very nice area for children none of the local drug addicts and our keys have moved in yet,3 years ago,06:37.0,,Ikbal Khan,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNLLWUyM0ZREAE,,3 years ago,06:37.0,,Vivek Verma,0,0,
ChZDSUhNMG9nS0VJQ0FnSUR5OEtYbklREAE,,3 years ago,06:37.0,,Robert Singh,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNpc3YzZ2VnEAE,Went to friend's flat for foods,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSURDbzlQdk5nEAE,,4 years ago,06:37.0,,Libertad Aguilera,0,0,
ChdDSUhNMG9nS0VJQ0FnSUM4aGJUTDJBRRAB,,4 years ago,06:43.4,,R T,0,0,
ChdDSUhNMG9nS0VJQ0FnSUM4aXJMcmtBRRAB,"Small local park and Kids Play Ground! Resticted for ""Dog Walking"". Sadly Still Some Local Resident will walk their dogs in and leave dog defecation. Dog owners please consider ""dog defecation"" is harmful for HUMANs and specially for little childrens.",4 years ago,06:43.4,,Statuum Lettings,0,0,
ChdDSUhNMG9nS0VJQ0FnSURiMFlQY2xBRRAB,,6 months ago,07:14.9,,shahzad mehmood,0,0,
ChdDSUhNMG9nS0VJQ0FnSURibXJqUjZnRRAB,,6 months ago,07:14.9,,Shahzad Mahmood,0,0,
ChZDSUhNMG9nS0VJQ0FnSURKbTVhREZREAE,Abbey Lane Open Space is a delightful destination that caters to both kids and adults alike. The small garden offers a tranquil and peaceful environment,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSURKaE02dkVREAE,,a year ago,07:14.9,,Abdul Aziz Khan,0,0,
ChZDSUhNMG9nS0VJQ0FnSUN4aEtEbkVBEAE,Great Community environment very clam and peaceful atmosphere,a year ago,07:14.9,,Jj,0,0,
ChdDSUhNMG9nS0VJQ0FnSUR4LUoybHZBRRAB,Great children playground. There are several very unique equipment/ slides that we haven't seen elsewhere. It is always a special treat to my kids when I take them here.,a year ago,07:14.9,,Pen M,0,0,
ChdDSUhNMG9nS0VJQ0FnSURSaE9TQXJBRRAB,Small park but lot of equipment for workouts and kids play activities,a year ago,07:14.9,,venkataramana reddy,0,0,
ChdDSUhNMG9nS0VJQ0FnSURSNklDeXh3RRAB,Nice small park. It has exercise facility. Well organize children playground,a year ago,07:14.9,,Sumo Naz,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNSLTYzdXlRRRAB,,a year ago,07:14.9,,Krishan Bansal,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNobzVEN3R3RRAB,Me and my daughters just love this place is the best place near by,a year ago,07:14.9,,Elona Bardoli,0,0,
ChdDSUhNMG9nS0VJQ0FnSURCemEySHNBRRAB,Beautiful playground with nice slides,2 years ago,07:14.9,,Ali Hafezz,0,0,
ChZDSUhNMG9nS0VJQ0FnSURCbUotSGRREAE,,2 years ago,07:14.9,,MRF “MooR” Fodaa,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNCcTltelNREAE,All but hidden at the bottom of a steep incline aside the Greenway Walk. Modern landscaped park with a variety of well-maintained equipment spread amidst trees and pathways. An admirable local amenity.,2 years ago,07:14.9,,jeff benjamin,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNCMS1EN2NBEAE,A quiet and beautiful place with stunning views,2 years ago,07:14.9,,Alaa Ealyawi,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNCZ3ZDUWR3EAE,,2 years ago,07:14.9,,Diana,0,0,
ChdDSUhNMG9nS0VJQ0FnSUN1N2Vqd3NBRRAB,It was a great open space. Great for kids and you have a lot of benches so you can chill out. Should 100 percent go there.,2 years ago,07:14.9,,Ahmed Hirsi,0,0,
ChdDSUhNMG9nS0VJQ0FnSUN1dnVUbzVBRRAB,Really lovely park for all ages.,2 years ago,07:14.9,,KJ 82,0,0,
ChdDSUhNMG9nS0VJQ0FnSURPNkt5WXFRRRAB,Adult size slides 🛝 lovely …,2 years ago,07:14.9,,Rash Haider,0,0,
ChdDSUhNMG9nS0VJQ0FnSUQyelBiLXJ3RRAB,It has some fun stuff,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUNLNHBXUWNREAE,Quiet playground,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSURmZzZ5QXdRRRAB,,a month ago,07:46.7,,Ionut Cretanu,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNuOXMtMkR3EAE,Beautiful cycling lane,4 months ago,07:46.7,,Alam Sheikh,0,0,
ChZDSUhNMG9nS0VJQ0FnSUROdWFuM0NBEAE,The Greenway is a historic tramway route transformed into a public walkway/cycle route connecting Hackney Wick & Stratford Olympic Stadium all the way towards Canning Town/Thames river with so many local,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSURaNWRhMEZBEAE,,a year ago,07:46.7,,Lan El Mandragoran,0,0,
ChZDSUhNMG9nS0VJQ0FnSURwa1BxX1pREAE,,a year ago,07:46.7,,Saima Ali,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNKNGZpR2d3RRAB,,a year ago,07:46.7,,Craig Feltham,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNKcnVLdEtBEAE,Yuck !!!! Huuuhummmmm!!! Always smelly,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUNKbE5YU1dnEAE,I love the green way. My only gripe is that bikes and scooters come on to the pedrstrian side and are bit wreckless,a year ago,07:46.7,,ralph foster,0,0,
ChZDSUhNMG9nS0VJQ0FnSUN4ajd1cmRBEAE,The Greenway Pollinator Trail made these little guys happy,a year ago,07:46.7,,Pacha Tan,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNCZzRiNFF3EAE,I visited here in April 2022 as part of walking the Capital Ring route.  The Greenway is a 7km raised path on top of a sewer (but luckily it doesn't smell).,2 years ago,07:46.7,,Karen B,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNCLVB5X3FRRRAB,An excellent way for a long walk in East London.,2 years ago,07:46.7,,MOAS,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNIOXV6ZzhRRRAB,,5 months ago,08:18.1,,Tom Jackson,0,0,
ChZDSUhNMG9nS0VJQ0FnSURUbEpEREZREAE,This cluster of Gasholders is probably the most dense grouping I have seen. Wouldn’t agree that they would help with the energy crisis as they were needed for overnight storage of the associated gasworks. Just to balance out the Demand verses Gas production ( Diurnal storage) hence they became redundant when the gasworks closed.,8 months ago,08:18.1,,Chav Goodwin,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNCb0pHWGxBRRAB,It's amazing that these gasometers are still standing. Shame we couldn't get onto the site to have a look around.,a year ago,08:18.1,,Anne Ambrose,0,0,
ChdDSUhNMG9nS0VJQ0FnSUR4OEstdGhRRRAB,Who doesn't love a 'gasometer' as we used to call them. Extra storage could have been handy during the recent energy crisis methinks. Any how I now know what that abandoned foot bridge is accessing..,a year ago,08:18.1,,James Stanbridge,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNYa3FIczJRRRAB,A densely forested garden in the middle of a large industrial estate,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSURUeDc2QWhnRRAB,,8 months ago,08:49.4,,Ashraful Islam,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNwam9pWnZnRRAB,,a year ago,08:49.5,,Ronaldo Naddah,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNKalBuQm1BRRAB,,a year ago,08:49.5,,ARAFAT SHEIKH,0,0,
ChZDSUhNMG9nS0VJQ0FnSUMtd3NmblNREAE,Memorial to gas company workers. You can easily miss this historic sight in a clearing in a small area of woods. Love the permanently light gas light memorial,2 years ago,08:49.5,,M G,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNhM0pmSU5BEAE,,3 years ago,08:49.5,,Yuliya,0,0,
ChRDSUhNMG9nS0VJQ0FnSUNLcWN0ThAB,Not where you would expect to come across this,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUNLcWEzRDlRRRAB,What a find,,,,,,,
ChZDSUhNMG9nS0VJQ0FnSUNDdE52VUVBEAE,Located in some decrepit woodland across the road from the Grade II Listed Bromley by Bow Gasholder Frames. Commemorating the hundreds of employees of the Gas Light and Coke Company killed …,4 years ago,08:49.5,,jeff benjamin,0,0,
ChZDSUhNMG9nS0VJQ0FnSUQ4eWFMcGFREAE,,4 years ago,08:49.5,,John Smith,0,0,
