id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUNHaV9fSDhnRRAB,love that place,3 years ago,2025-02-17 20:05:20.347660,,Slawka Kowalska,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNHN3Y2d3lRRRAB,Beautiful place and great location clean environments and green park,3 years ago,2025-02-17 20:05:20.348686,,Noor Ahmed,0,0,
ChdDSUhNMG9nS0VJQ0FnSUM2aWZyaDdRRRAB,,3 years ago,2025-02-17 20:05:20.350766,,Curtis Armstrong,0,0,
ChZDSUhNMG9nS0VJQ0FnSURhOWJ1UmRBEAE,A small park with ping pong tables!,3 years ago,2025-02-17 20:05:20.351801,,Chetna Kashmiri,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNhbVBTNkd3EAE,,3 years ago,2025-02-17 20:05:20.352798,,Olusegun Moses,0,0,
ChZDSUhNMG9nS0VJQ0FnSURxMGFfYk9BEAE,,3 years ago,2025-02-17 20:05:20.354493,,Laura Dai,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNLcjR5bnBRRRAB,"A big round park, perfect for running around or doing exercise, with a playground along one edge. Surrounded by canals and a stones throw from Three Mills Studio and Tescos. Lots of development around, and pretty idillic on a sunny day",3 years ago,2025-02-17 20:05:20.356764,,Ben Slater,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNQX1lTQ1NBEAE,,2 months ago,2025-02-17 20:05:52.094082,,Raffi Bates,0,0,
ChZDSUhNMG9nS0VJQ0FnSUN6b2QzamNBEAE,"We were volunteers for the Canal River Trust and spent a few hours clearing the towpath of overgrown vegetation. Great fun, good exercise and great people.",8 months ago,2025-02-17 20:05:52.096010,,Simon Palmer,0,0,
ChZDSUhNMG9nS0VJQ0FnSURacnZTS2F3EAE,sluices of the canal for water discharge,a year ago,2025-02-17 20:05:52.097033,,Bohdan Solodovnichyi,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNwMFptY1hREAE,,a year ago,2025-02-17 20:05:52.099064,,Joan Laine,0,0,
ChdDSUhNMG9nS0VJQ0FnSURKbDRfNmxnRRAB,Great discovery on a bike ride. Cycled down from the greenway through the ecology park. Will try to navigate further along the dock towpaths next time.,a year ago,2025-02-17 20:05:52.100080,,Mark Clay,0,0,
ChdDSUhNMG9nS0VJQ0FnSURld1AyQzZnRRAB,"Three Mills Lock ( also known as Prescott Lock) is situated in the Prescott Channel along the River Lea. I visited this waterworks feature during my self mini-historic tour of East London on 20/9/22,  by easily connecting with footpaths …",2 years ago,2025-02-17 20:05:52.102106,,Chris Morris,0,0,
ChdDSUhNMG9nS0VJQ0FnSURtcFBya3JBRRAB,,3 years ago,2025-02-17 20:05:52.103096,,Derek Chalmers,0,0,
ChZDSUhNMG9nS0VJQ0FnSURxdS1iV1NREAE,,3 years ago,2025-02-17 20:05:52.104454,,Akhil Antony,0,0,
ChZDSUhNMG9nS0VJQ0FnSUM4N2ZiZFVREAE,Very interesting place showing the local history of how the River Lea was used for grounding corn and gunpowder by using water power alone. Great walks along several river/canal banks. Nice view also of the Abbey Pumping Station on our walk too. 1st photo.,4 years ago,2025-02-17 20:05:52.104960,,Pat Holley,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNnZ3JiNEF3EAE,,6 years ago,2025-02-17 20:05:52.106989,,Owen Davies,0,0,
ChZDSUhNMG9nS0VJQ0FnSURudzdEcEpREAE,,4 months ago,2025-02-17 20:06:24.563213,,Samy Ibersiene,0,0,
ChZDSUhNMG9nS0VJQ0FnSURid0lMMkJnEAE,,6 months ago,2025-02-17 20:06:24.564888,,Marium Akter Moni,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNMbS1mS1JBEAE,,7 months ago,2025-02-17 20:06:24.566079,,Ivan Stanev,0,0,
ChdDSUhNMG9nS0VJQ0FnSURUbV8td2lBRRAB,,8 months ago,2025-02-17 20:06:24.567085,,Jj,0,0,
ChdDSUhNMG9nS0VJQ0FnSURUZ3ZhbDBRRRAB,"We call this the hidden park as we access it from the greenway, and the first thing you get to ride is this amazing slide. So much fun.",8 months ago,2025-02-17 20:06:24.568108,,Mandy J,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNUX3FqTGNREAE,"Happiest place for everyone especially my kid spends lot of time here. Very peaceful area not only for children everyone can enjoy themselves here. Playground is very beautiful, but no restrooms are here. It is dog friendly area.",9 months ago,2025-02-17 20:06:24.569129,,Lakshmi Kalyani,0,0,
ChdDSUhNMG9nS0VJQ0FnSURsaWYyZjVBRRAB,,a year ago,2025-02-17 20:06:24.570134,,Ruhela Ahmed,0,0,
ChdDSUhNMG9nS0VJQ0FnSURKLUktU21BRRAB,"Was quite busy, lovey day",a year ago,2025-02-17 20:06:24.572908,,Isma Bibi,0,0,
ChZDSUhNMG9nS0VJQ0FnSUN4czZXcGJ3EAE,,a year ago,2025-02-17 20:06:24.574218,,Gepeto Nebunu,0,0,
ChdDSUhNMG9nS0VJQ0FnSURlLU8yT2h3RRAB,Lovely park with great slide,2 years ago,2025-02-17 20:06:24.575221,,Ali Hafezz,0,0,
ChdDSUhNMG9nS0VJQ0FnSUR1MF9DLThRRRAB,Excellent slides.,2 years ago,2025-02-17 20:06:24.577224,,Tuan Dang,0,0,
ChdDSUhNMG9nS0VJQ0FnSUN1dDhIYjdBRRAB,,2 years ago,2025-02-17 20:06:24.578492,,Andrea,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNPNmZhQnZRRRAB,,2 years ago,2025-02-17 20:06:24.579544,,onica octavian,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNPcE1DdUlBEAE,Soo-woo,2 years ago,2025-02-17 20:06:24.581754,,Faisal Mridha,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNLdGZ2RC1nRRAB,"Nice park with slides, swings and gym equipment. Big slide now has stars to go up and easy for kids.",2 years ago,2025-02-17 20:06:24.582924,,Krishan Bansal,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNXamI3al9BRRAB,,2 years ago,2025-02-17 20:06:24.584509,,Yilmaz Muhammed Usakli,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNtNHFIZmNnEAE,,3 years ago,2025-02-17 20:06:24.585941,,Chris Portou,0,0,
ChdDSUhNMG9nS0VJQ0FnSUQ2bEptWnB3RRAB,Cool little park,3 years ago,2025-02-17 20:06:24.587070,,David Leer,0,0,
ChdDSUhNMG9nS0VJQ0FnSUM2cHVqanpnRRAB,,3 years ago,2025-02-17 20:06:24.588067,,Zuber Ahmed,0,0,
ChdDSUhNMG9nS0VJQ0FnSUM2NElxUmh3RRAB,It is quite good and simple park where we can bring our kids. There are few slides and swings.,3 years ago,2025-02-17 20:06:24.589074,,venkataramana reddy,0,0,
ChdDSUhNMG9nS0VJQ0FnSURhNG82RXl3RRAB,The park was really nice and peaceful.  I never thought it would be that fun but we did have geart time .,3 years ago,2025-02-17 20:06:30.789314,,Mohamed Hassan,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNhLWUzOHBBRRAB,Still a good park,3 years ago,2025-02-17 20:06:30.790370,,marc drabble,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNhMmJuY2NBEAE,The park is really nice and my children enjoyed being there,3 years ago,2025-02-17 20:06:30.790370,,Elizabeth Fosu,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNhZ1lpMFVnEAE,,3 years ago,2025-02-17 20:06:30.792940,,Dan Grecu,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNhN3BLMHdRRRAB,Nice place for kids to play,3 years ago,2025-02-17 20:06:30.793514,,Harish Krovvidi,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNhNXBUTHVnRRAB,,3 years ago,2025-02-17 20:06:30.793514,,Mfu Media,0,0,
ChZDSUhNMG9nS0VJQ0FnSURxaE9Ha0tnEAE,,3 years ago,2025-02-17 20:06:30.795122,,John Oneill,0,0,
ChZDSUhNMG9nS0VJQ0FnSURxb0plUWZ3EAE,,3 years ago,2025-02-17 20:06:30.796166,,Olusegun Moses,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNxLXM3VHVBRRAB,Very good area and neat and clean.kids having so much fun.,3 years ago,2025-02-17 20:06:30.797507,,kazi tanzina parvin,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNxbk1YSDZ3RRAB,,3 years ago,2025-02-17 20:06:30.798512,,stoyan aleksiev,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNxOUlxSmtRRRAB,Nice park,3 years ago,2025-02-17 20:06:37.035018,,N I,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNxdUp2ZE5REAE,,3 years ago,2025-02-17 20:06:37.036045,,James Mcgintu,0,0,
ChdDSUhNMG9nS0VJQ0FnSURLcmQ3SXdRRRAB,,3 years ago,2025-02-17 20:06:37.037052,,Jurij Igosev,0,0,
ChdDSUhNMG9nS0VJQ0FnSURLX3IzUThnRRAB,"I love this place, its like a big adventure playground, if you search you will find apparatus hidden up and down hills, with the canal and the barges its a beautiful open space in a built up area",3 years ago,2025-02-17 20:06:37.039075,,nanny__ ju,0,0,
ChdDSUhNMG9nS0VJQ0FnSURLenZ6R3JBRRAB,Good,3 years ago,2025-02-17 20:06:37.041125,,IGOR TUCAN,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNLaS16MTFnRRAB,Looks like you're very nice area for children none of the local drug addicts and our keys have moved in yet,3 years ago,2025-02-17 20:06:37.042628,,Ikbal Khan,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNLLWUyM0ZREAE,,3 years ago,2025-02-17 20:06:37.043157,,Vivek Verma,0,0,
ChZDSUhNMG9nS0VJQ0FnSUR5OEtYbklREAE,,3 years ago,2025-02-17 20:06:37.043157,,Robert Singh,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNpc3YzZ2VnEAE,"Went to friend's flat for foods, Nice view !",4 years ago,2025-02-17 20:06:37.046736,,Reza,0,0,
ChZDSUhNMG9nS0VJQ0FnSURDbzlQdk5nEAE,,4 years ago,2025-02-17 20:06:37.047952,,Libertad Aguilera,0,0,
ChdDSUhNMG9nS0VJQ0FnSUM4aGJUTDJBRRAB,,4 years ago,2025-02-17 20:06:43.397330,,R T,0,0,
ChdDSUhNMG9nS0VJQ0FnSUM4aXJMcmtBRRAB,"Small local park and Kids Play Ground! Resticted for ""Dog Walking"". Sadly Still Some Local Resident will walk their dogs in and leave dog defecation. Dog owners please consider ""dog defecation"" is harmful for HUMANs and specially for little childrens.",4 years ago,2025-02-17 20:06:43.399703,,Statuum Lettings,0,0,
ChdDSUhNMG9nS0VJQ0FnSURiMFlQY2xBRRAB,,6 months ago,2025-02-17 20:07:14.855460,,shahzad mehmood,0,0,
ChdDSUhNMG9nS0VJQ0FnSURibXJqUjZnRRAB,,6 months ago,2025-02-17 20:07:14.856513,,Shahzad Mahmood,0,0,
ChZDSUhNMG9nS0VJQ0FnSURKbTVhREZREAE,"Abbey Lane Open Space is a delightful destination that caters to both kids and adults alike. The small garden offers a tranquil and peaceful environment, making it perfect for those seeking relaxation. The presence of various recreational …",a year ago,2025-02-17 20:07:14.857524,,Mayuresh Gavankar,0,0,
ChZDSUhNMG9nS0VJQ0FnSURKaE02dkVREAE,,a year ago,2025-02-17 20:07:14.859566,,Abdul Aziz Khan,0,0,
ChZDSUhNMG9nS0VJQ0FnSUN4aEtEbkVBEAE,Great Community environment very clam and peaceful atmosphere,a year ago,2025-02-17 20:07:14.862040,,Jj,0,0,
ChdDSUhNMG9nS0VJQ0FnSUR4LUoybHZBRRAB,Great children playground. There are several very unique equipment/ slides that we haven't seen elsewhere. It is always a special treat to my kids when I take them here.,a year ago,2025-02-17 20:07:14.864293,,Pen M,0,0,
ChdDSUhNMG9nS0VJQ0FnSURSaE9TQXJBRRAB,Small park but lot of equipment for workouts and kids play activities,a year ago,2025-02-17 20:07:14.865301,,venkataramana reddy,0,0,
ChdDSUhNMG9nS0VJQ0FnSURSNklDeXh3RRAB,Nice small park. It has exercise facility. Well organize children playground,a year ago,2025-02-17 20:07:14.866327,,Sumo Naz,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNSLTYzdXlRRRAB,,a year ago,2025-02-17 20:07:14.867350,,Krishan Bansal,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNobzVEN3R3RRAB,Me and my daughters just love this place is the best place near by,a year ago,2025-02-17 20:07:14.869400,,Elona Bardoli,0,0,
ChdDSUhNMG9nS0VJQ0FnSURCemEySHNBRRAB,Beautiful playground with nice slides,2 years ago,2025-02-17 20:07:14.871402,,Ali Hafezz,0,0,
ChZDSUhNMG9nS0VJQ0FnSURCbUotSGRREAE,,2 years ago,2025-02-17 20:07:14.872906,,MRF “MooR” Fodaa,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNCcTltelNREAE,All but hidden at the bottom of a steep incline aside the Greenway Walk. Modern landscaped park with a variety of well-maintained equipment spread amidst trees and pathways. An admirable local amenity.,2 years ago,2025-02-17 20:07:14.872906,,jeff benjamin,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNCMS1EN2NBEAE,A quiet and beautiful place with stunning views,2 years ago,2025-02-17 20:07:14.877190,,Alaa Ealyawi,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNCZ3ZDUWR3EAE,,2 years ago,2025-02-17 20:07:14.878780,,Diana,0,0,
ChdDSUhNMG9nS0VJQ0FnSUN1N2Vqd3NBRRAB,It was a great open space. Great for kids and you have a lot of benches so you can chill out. Should 100 percent go there.,2 years ago,2025-02-17 20:07:14.879795,,Ahmed Hirsi,0,0,
ChdDSUhNMG9nS0VJQ0FnSUN1dnVUbzVBRRAB,Really lovely park for all ages.,2 years ago,2025-02-17 20:07:14.881938,,KJ 82,0,0,
ChdDSUhNMG9nS0VJQ0FnSURPNkt5WXFRRRAB,Adult size slides 🛝 lovely …,2 years ago,2025-02-17 20:07:14.882932,,Rash Haider,0,0,
ChdDSUhNMG9nS0VJQ0FnSUQyelBiLXJ3RRAB,"It has some fun stuff, specially the big slide coming down from the Greenway side. One suggestion is that the council should install a door at the Greenway side. As at the evening people may come down to the park to cross to the Abbey Lane but would be surprised that the park doors are locked and have to go back all the way long.",2 years ago,2025-02-17 20:07:14.885632,,MOAS,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNLNHBXUWNREAE,"Quiet playground, tucked away but a nice selection of slides, swings and other stuff to play on.",3 years ago,2025-02-17 20:07:14.886635,,Owen Matthews,0,0,
ChdDSUhNMG9nS0VJQ0FnSURmZzZ5QXdRRRAB,,a month ago,2025-02-17 20:07:46.671099,,Ionut Cretanu,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNuOXMtMkR3EAE,Beautiful cycling lane,4 months ago,2025-02-17 20:07:46.672905,,Alam Sheikh,0,0,
ChZDSUhNMG9nS0VJQ0FnSUROdWFuM0NBEAE,"The Greenway is a historic tramway route transformed into a public walkway/cycle route connecting Hackney Wick & Stratford Olympic Stadium all the way towards Canning Town/Thames river with so many local,diverse & modern east London …",a year ago,2025-02-17 20:07:46.674422,,pete gooding,0,0,
ChZDSUhNMG9nS0VJQ0FnSURaNWRhMEZBEAE,,a year ago,2025-02-17 20:07:46.675951,,Lan El Mandragoran,0,0,
ChZDSUhNMG9nS0VJQ0FnSURwa1BxX1pREAE,,a year ago,2025-02-17 20:07:46.677029,,Saima Ali,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNKNGZpR2d3RRAB,,a year ago,2025-02-17 20:07:46.678044,,Craig Feltham,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNKcnVLdEtBEAE,"Yuck !!!! Huuuhummmmm!!! Always smelly, always smells in that area ! When I pass this way can't breath properly. Always windy and always smells very very badly. Why no one looking after this I don't understand. Very nice pathways but very smelly",a year ago,2025-02-17 20:07:46.679274,,Muhammad F Karim,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNKbE5YU1dnEAE,I love the green way. My only gripe is that bikes and scooters come on to the pedrstrian side and are bit wreckless,a year ago,2025-02-17 20:07:46.680271,,ralph foster,0,0,
ChZDSUhNMG9nS0VJQ0FnSUN4ajd1cmRBEAE,The Greenway Pollinator Trail made these little guys happy,a year ago,2025-02-17 20:07:46.681766,,Pacha Tan,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNCZzRiNFF3EAE,I visited here in April 2022 as part of walking the Capital Ring route.  The Greenway is a 7km raised path on top of a sewer (but luckily it doesn't smell).,2 years ago,2025-02-17 20:07:46.683271,,Karen B,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNCLVB5X3FRRRAB,An excellent way for a long walk in East London.,2 years ago,2025-02-17 20:07:46.685629,,MOAS,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNIOXV6ZzhRRRAB,,5 months ago,2025-02-17 20:08:18.055169,,Tom Jackson,0,0,
ChZDSUhNMG9nS0VJQ0FnSURUbEpEREZREAE,This cluster of Gasholders is probably the most dense grouping I have seen. Wouldn’t agree that they would help with the energy crisis as they were needed for overnight storage of the associated gasworks. Just to balance out the Demand verses Gas production ( Diurnal storage) hence they became redundant when the gasworks closed.,8 months ago,2025-02-17 20:08:18.057254,,Chav Goodwin,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNCb0pHWGxBRRAB,It's amazing that these gasometers are still standing. Shame we couldn't get onto the site to have a look around.,a year ago,2025-02-17 20:08:18.060868,,Anne Ambrose,0,0,
ChdDSUhNMG9nS0VJQ0FnSUR4OEstdGhRRRAB,Who doesn't love a 'gasometer' as we used to call them. Extra storage could have been handy during the recent energy crisis methinks. Any how I now know what that abandoned foot bridge is accessing..,a year ago,2025-02-17 20:08:18.062016,,James Stanbridge,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNYa3FIczJRRRAB,"A densely forested garden in the middle of a large industrial estate, where you can almost forget about your surroundings.  It can be accessed along Twelvetrees Crescent (if coming from Bromley-by-Bow station, take the subway under the …",4 months ago,2025-02-17 20:08:49.447732,,David Weatherley,0,0,
ChdDSUhNMG9nS0VJQ0FnSURUeDc2QWhnRRAB,,8 months ago,2025-02-17 20:08:49.448747,,Ashraful Islam,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNwam9pWnZnRRAB,,a year ago,2025-02-17 20:08:49.450942,,Ronaldo Naddah,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNKalBuQm1BRRAB,,a year ago,2025-02-17 20:08:49.452257,,ARAFAT SHEIKH,0,0,
ChZDSUhNMG9nS0VJQ0FnSUMtd3NmblNREAE,Memorial to gas company workers. You can easily miss this historic sight in a clearing in a small area of woods. Love the permanently light gas light memorial,2 years ago,2025-02-17 20:08:49.453270,,M G,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNhM0pmSU5BEAE,,3 years ago,2025-02-17 20:08:49.455122,,Yuliya,0,0,
ChRDSUhNMG9nS0VJQ0FnSUNLcWN0ThAB,"Not where you would expect to come across this, but peaceful and great for reflection.",3 years ago,2025-02-17 20:08:49.456207,,Karim Williams,0,0,
ChdDSUhNMG9nS0VJQ0FnSUNLcWEzRDlRRRAB,"What a find, hidden away a bit of history in the woodlands surround by an ugly business park . The gaslight is still burning for the employees that's died in the war.",3 years ago,2025-02-17 20:08:49.457127,,Nellie Clementine,0,0,
ChZDSUhNMG9nS0VJQ0FnSUNDdE52VUVBEAE,Located in some decrepit woodland across the road from the Grade II Listed Bromley by Bow Gasholder Frames. Commemorating the hundreds of employees of the Gas Light and Coke Company killed …,4 years ago,2025-02-17 20:08:49.459214,,jeff benjamin,0,0,
ChZDSUhNMG9nS0VJQ0FnSUQ4eWFMcGFREAE,,4 years ago,2025-02-17 20:08:49.460407,,John Smith,0,0,
